id,name,city,country,continent,climate,budget,group_size,vibe,best_months,typical_cost_per_day_usd,activities,description,tags
Kathmandu-Nepal-357717,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Tropical,$$$,Solo,Historic,"March, August, July",354,"old towns, ancient sites","Kathmandu, Nepal blends historic and tropical vibes—great for solo trips. Expect old towns, ancient sites. Best in March, August, July.",Historic;Tropical;Asia
Kathmandu-Nepal-589933,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Temperate,$$$,Family,Culture,"December, June, July",513,"local markets, historic districts","Kathmandu, Nepal blends culture and temperate vibes—great for family trips. Expect local markets, historic districts. Best in December, June, July.",Culture;Temperate;Asia
Kathmandu-Nepal-54063,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Temperate,$,Group,Relaxation,"February, May, August",46,"sunbathing, spas","Kathmandu, Nepal blends relaxation and temperate vibes—great for group trips. Expect sunbathing, spas. Best in February, May, August.",Relaxation;Temperate;Asia
Kathmandu-Nepal-523469,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Temperate,$$$,Group,Nature,"April, March, June",331,"waterfalls, national parks","Kathmandu, Nepal blends nature and temperate vibes—great for group trips. Expect waterfalls, national parks. Best in April, March, June.",Nature;Temperate;Asia
Kathmandu-Nepal-253422,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Temperate,$$,Family,Food,"August, January, February",217,"local specialties, food tours","Kathmandu, Nepal blends food and temperate vibes—great for family trips. Expect local specialties, food tours. Best in August, January, February.",Food;Temperate;Asia
Kathmandu-Nepal-9574,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Temperate,$,Solo,Nightlife,"May, August, October",74,"rooftops, bars","Kathmandu, Nepal blends nightlife and temperate vibes—great for solo trips. Expect rooftops, bars. Best in May, August, October.",Nightlife;Temperate;Asia
Kathmandu-Nepal-54642,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Temperate,$,Family,Relaxation,"December, June, July",65,"slow cafés, spas","Kathmandu, Nepal blends relaxation and temperate vibes—great for family trips. Expect slow cafés, spas. Best in December, June, July.",Relaxation;Temperate;Asia
Kathmandu-Nepal-866401,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Tropical,$$,Family,Food,"February, July, September",171,"local specialties, food tours","Kathmandu, Nepal blends food and tropical vibes—great for family trips. Expect local specialties, food tours. Best in February, July, September.",Food;Tropical;Asia
Kathmandu-Nepal-632728,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Tropical,$,Group,Relaxation,"June, December, September",52,"slow cafés, spas","Kathmandu, Nepal blends relaxation and tropical vibes—great for group trips. Expect slow cafés, spas. Best in June, December, September.",Relaxation;Tropical;Asia
Kathmandu-Nepal-480187,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Temperate,$$$,Solo,Food,"January, December, March",515,"food tours, fine dining","Kathmandu, Nepal blends food and temperate vibes—great for solo trips. Expect food tours, fine dining. Best in January, December, March.",Food;Temperate;Asia
Kathmandu-Nepal-532958,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Tropical,$$,Family,Culture,"March, July, October",186,"theaters, historic districts","Kathmandu, Nepal blends culture and tropical vibes—great for family trips. Expect theaters, historic districts. Best in March, July, October.",Culture;Tropical;Asia
Kathmandu-Nepal-437774,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Temperate,$$$,Family,Food,"August, January, June",306,"food tours, local specialties","Kathmandu, Nepal blends food and temperate vibes—great for family trips. Expect food tours, local specialties. Best in August, January, June.",Food;Temperate;Asia
Kathmandu-Nepal-612868,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Tropical,$$$,Group,Nature,"May, November, October",276,"wildlife, waterfalls","Kathmandu, Nepal blends nature and tropical vibes—great for group trips. Expect wildlife, waterfalls. Best in May, November, October.",Nature;Tropical;Asia
Kathmandu-Nepal-201051,"Kathmandu, Nepal",Kathmandu,Nepal,Asia,Tropical,$$$,Group,Historic,"March, November, April",306,"ruins, castles","Kathmandu, Nepal blends historic and tropical vibes—great for group trips. Expect ruins, castles. Best in March, November, April.",Historic;Tropical;Asia
Goa-India-741058,"Goa, India",Goa,India,Asia,Temperate,$$,Group,Adventure,"March, July, April",115,"volcano treks, safaris","Goa, India blends adventure and temperate vibes—great for group trips. Expect volcano treks, safaris. Best in March, July, April.",Adventure;Temperate;Asia
Goa-India-482992,"Goa, India",Goa,India,Asia,Tropical,$$$,Family,Culture,"November, August, September",338,"historic districts, local markets","Goa, India blends culture and tropical vibes—great for family trips. Expect historic districts, local markets. Best in November, August, September.",Culture;Tropical;Asia
Goa-India-293559,"Goa, India",Goa,India,Asia,Temperate,$$$,Family,Food,"November, December, May",376,"local specialties, street food","Goa, India blends food and temperate vibes—great for family trips. Expect local specialties, street food. Best in November, December, May.",Food;Temperate;Asia
Goa-India-588713,"Goa, India",Goa,India,Asia,Temperate,$,Family,Food,"May, April, August",62,"food tours, fine dining","Goa, India blends food and temperate vibes—great for family trips. Expect food tours, fine dining. Best in May, April, August.",Food;Temperate;Asia
Goa-India-749831,"Goa, India",Goa,India,Asia,Temperate,$,Group,Nature,"July, June, March",58,"waterfalls, national parks","Goa, India blends nature and temperate vibes—great for group trips. Expect waterfalls, national parks. Best in July, June, March.",Nature;Temperate;Asia
Goa-India-979346,"Goa, India",Goa,India,Asia,Temperate,$$,Family,Relaxation,"December, August, April",169,"sunbathing, slow cafés","Goa, India blends relaxation and temperate vibes—great for family trips. Expect sunbathing, slow cafés. Best in December, August, April.",Relaxation;Temperate;Asia
Goa-India-950154,"Goa, India",Goa,India,Asia,Temperate,$,Solo,Food,"October, December, April",82,"fine dining, street food","Goa, India blends food and temperate vibes—great for solo trips. Expect fine dining, street food. Best in October, December, April.",Food;Temperate;Asia
Goa-India-106428,"Goa, India",Goa,India,Asia,Tropical,$$$,Couple,Food,"January, February, July",491,"food tours, local specialties","Goa, India blends food and tropical vibes—great for couple trips. Expect food tours, local specialties. Best in January, February, July.",Food;Tropical;Asia
Goa-India-793630,"Goa, India",Goa,India,Asia,Tropical,$$$,Couple,Culture,"July, November, August",352,"historic districts, theaters","Goa, India blends culture and tropical vibes—great for couple trips. Expect historic districts, theaters. Best in July, November, August.",Culture;Tropical;Asia
Goa-India-958590,"Goa, India",Goa,India,Asia,Temperate,$$,Solo,Nature,"February, November, October",109,"wildlife, waterfalls","Goa, India blends nature and temperate vibes—great for solo trips. Expect wildlife, waterfalls. Best in February, November, October.",Nature;Temperate;Asia
Goa-India-313886,"Goa, India",Goa,India,Asia,Temperate,$,Solo,Culture,"July, August, March",40,"theaters, museums","Goa, India blends culture and temperate vibes—great for solo trips. Expect theaters, museums. Best in July, August, March.",Culture;Temperate;Asia
Goa-India-491755,"Goa, India",Goa,India,Asia,Temperate,$$,Group,Relaxation,"November, September, December",229,"yoga retreats, spas","Goa, India blends relaxation and temperate vibes—great for group trips. Expect yoga retreats, spas. Best in November, September, December.",Relaxation;Temperate;Asia
Goa-India-354487,"Goa, India",Goa,India,Asia,Tropical,$,Family,Nature,"March, August, May",87,"wildlife, national parks","Goa, India blends nature and tropical vibes—great for family trips. Expect wildlife, national parks. Best in March, August, May.",Nature;Tropical;Asia
Goa-India-101018,"Goa, India",Goa,India,Asia,Tropical,$,Group,Nature,"July, September, June",82,"national parks, wildlife","Goa, India blends nature and tropical vibes—great for group trips. Expect national parks, wildlife. Best in July, September, June.",Nature;Tropical;Asia
Goa-India-791371,"Goa, India",Goa,India,Asia,Tropical,$$,Family,Culture,"April, January, May",214,"historic districts, museums","Goa, India blends culture and tropical vibes—great for family trips. Expect historic districts, museums. Best in April, January, May.",Culture;Tropical;Asia
Goa-India-489002,"Goa, India",Goa,India,Asia,Temperate,$$,Solo,Nature,"May, November, June",130,"wildlife, national parks","Goa, India blends nature and temperate vibes—great for solo trips. Expect wildlife, national parks. Best in May, November, June.",Nature;Temperate;Asia
Goa-India-230772,"Goa, India",Goa,India,Asia,Tropical,$$,Family,Nature,"December, February, May",156,"waterfalls, lakes","Goa, India blends nature and tropical vibes—great for family trips. Expect waterfalls, lakes. Best in December, February, May.",Nature;Tropical;Asia
Goa-India-958136,"Goa, India",Goa,India,Asia,Temperate,$,Group,Culture,"December, October, June",75,"historic districts, theaters","Goa, India blends culture and temperate vibes—great for group trips. Expect historic districts, theaters. Best in December, October, June.",Culture;Temperate;Asia
Goa-India-592573,"Goa, India",Goa,India,Asia,Tropical,$,Solo,Historic,"September, August, December",98,"castles, ruins","Goa, India blends historic and tropical vibes—great for solo trips. Expect castles, ruins. Best in September, August, December.",Historic;Tropical;Asia
Goa-India-464303,"Goa, India",Goa,India,Asia,Tropical,$$$,Couple,Relaxation,"October, September, March",516,"sunbathing, yoga retreats","Goa, India blends relaxation and tropical vibes—great for couple trips. Expect sunbathing, yoga retreats. Best in October, September, March.",Relaxation;Tropical;Asia
Malé-Maldives-539179,"Malé, Maldives",Malé,Maldives,Asia,Tropical,$$$,Group,Relaxation,"February, September, August",317,"spas, sunbathing","Malé, Maldives blends relaxation and tropical vibes—great for group trips. Expect spas, sunbathing. Best in February, September, August.",Relaxation;Tropical;Asia
Malé-Maldives-857113,"Malé, Maldives",Malé,Maldives,Asia,Temperate,$$$,Solo,City,"September, August, May",380,"architecture, shopping","Malé, Maldives blends city and temperate vibes—great for solo trips. Expect architecture, shopping. Best in September, August, May.",City;Temperate;Asia
Malé-Maldives-980134,"Malé, Maldives",Malé,Maldives,Asia,Tropical,$$$,Solo,Adventure,"January, July, June",285,"hiking, safaris","Malé, Maldives blends adventure and tropical vibes—great for solo trips. Expect hiking, safaris. Best in January, July, June.",Adventure;Tropical;Asia
Malé-Maldives-912862,"Malé, Maldives",Malé,Maldives,Asia,Tropical,$$,Group,Historic,"March, December, July",214,"castles, ancient sites","Malé, Maldives blends historic and tropical vibes—great for group trips. Expect castles, ancient sites. Best in March, December, July.",Historic;Tropical;Asia
Malé-Maldives-555531,"Malé, Maldives",Malé,Maldives,Asia,Temperate,$,Couple,City,"November, June, February",65,"shopping, neighborhood walks","Malé, Maldives blends city and temperate vibes—great for couple trips. Expect shopping, neighborhood walks. Best in November, June, February.",City;Temperate;Asia
Malé-Maldives-864355,"Malé, Maldives",Malé,Maldives,Asia,Tropical,$,Solo,Culture,"May, August, September",64,"historic districts, theaters","Malé, Maldives blends culture and tropical vibes—great for solo trips. Expect historic districts, theaters. Best in May, August, September.",Culture;Tropical;Asia
Malé-Maldives-645793,"Malé, Maldives",Malé,Maldives,Asia,Tropical,$$,Family,Nightlife,"March, May, April",207,"clubs, rooftops","Malé, Maldives blends nightlife and tropical vibes—great for family trips. Expect clubs, rooftops. Best in March, May, April.",Nightlife;Tropical;Asia
Malé-Maldives-777513,"Malé, Maldives",Malé,Maldives,Asia,Tropical,$,Solo,Adventure,"February, October, January",55,"volcano treks, hiking","Malé, Maldives blends adventure and tropical vibes—great for solo trips. Expect volcano treks, hiking. Best in February, October, January.",Adventure;Tropical;Asia
Malé-Maldives-856413,"Malé, Maldives",Malé,Maldives,Asia,Temperate,$$,Couple,Adventure,"September, April, January",159,"zip-lining, rafting","Malé, Maldives blends adventure and temperate vibes—great for couple trips. Expect zip-lining, rafting. Best in September, April, January.",Adventure;Temperate;Asia
Malé-Maldives-289519,"Malé, Maldives",Malé,Maldives,Asia,Temperate,$,Family,Beach,"March, November, September",59,"surfing, clear waters","Malé, Maldives blends beach and temperate vibes—great for family trips. Expect surfing, clear waters. Best in March, November, September.",Beach;Temperate;Asia
Malé-Maldives-335217,"Malé, Maldives",Malé,Maldives,Asia,Tropical,$$$,Group,Adventure,"September, August, January",518,"rafting, volcano treks","Malé, Maldives blends adventure and tropical vibes—great for group trips. Expect rafting, volcano treks. Best in September, August, January.",Adventure;Tropical;Asia
Malé-Maldives-237290,"Malé, Maldives",Malé,Maldives,Asia,Temperate,$,Family,City,"July, March, September",94,"galleries, architecture","Malé, Maldives blends city and temperate vibes—great for family trips. Expect galleries, architecture. Best in July, March, September.",City;Temperate;Asia
Malé-Maldives-268382,"Malé, Maldives",Malé,Maldives,Asia,Tropical,$$,Solo,Nature,"September, July, November",162,"wildlife, lakes","Malé, Maldives blends nature and tropical vibes—great for solo trips. Expect wildlife, lakes. Best in September, July, November.",Nature;Tropical;Asia
Malé-Maldives-396489,"Malé, Maldives",Malé,Maldives,Asia,Temperate,$$$,Solo,Nightlife,"August, June, February",387,"bars, clubs","Malé, Maldives blends nightlife and temperate vibes—great for solo trips. Expect bars, clubs. Best in August, June, February.",Nightlife;Temperate;Asia
Malé-Maldives-983683,"Malé, Maldives",Malé,Maldives,Asia,Tropical,$,Couple,Adventure,"August, April, June",53,"rafting, hiking","Malé, Maldives blends adventure and tropical vibes—great for couple trips. Expect rafting, hiking. Best in August, April, June.",Adventure;Tropical;Asia
Malé-Maldives-338237,"Malé, Maldives",Malé,Maldives,Asia,Tropical,$$$,Group,Nightlife,"April, October, December",532,"rooftops, clubs","Malé, Maldives blends nightlife and tropical vibes—great for group trips. Expect rooftops, clubs. Best in April, October, December.",Nightlife;Tropical;Asia
Malé-Maldives-842814,"Malé, Maldives",Malé,Maldives,Asia,Temperate,$$,Family,Nature,"May, December, June",125,"lakes, wildlife","Malé, Maldives blends nature and temperate vibes—great for family trips. Expect lakes, wildlife. Best in May, December, June.",Nature;Temperate;Asia
Malé-Maldives-18007,"Malé, Maldives",Malé,Maldives,Asia,Temperate,$,Family,Historic,"June, July, January",49,"ancient sites, castles","Malé, Maldives blends historic and temperate vibes—great for family trips. Expect ancient sites, castles. Best in June, July, January.",Historic;Temperate;Asia
Malé-Maldives-524555,"Malé, Maldives",Malé,Maldives,Asia,Temperate,$$,Couple,Nature,"April, June, December",162,"lakes, waterfalls","Malé, Maldives blends nature and temperate vibes—great for couple trips. Expect lakes, waterfalls. Best in April, June, December.",Nature;Temperate;Asia
Malé-Maldives-178487,"Malé, Maldives",Malé,Maldives,Asia,Temperate,$$,Group,Food,"December, November, August",190,"local specialties, street food","Malé, Maldives blends food and temperate vibes—great for group trips. Expect local specialties, street food. Best in December, November, August.",Food;Temperate;Asia
Paris-France-51871,"Paris, France",Paris,France,Europe,Cold,$$$,Group,Culture,"March, September, January",592,"museums, historic districts","Paris, France blends culture and cold vibes—great for group trips. Expect museums, historic districts. Best in March, September, January.",Culture;Cold;Europe
Paris-France-64386,"Paris, France",Paris,France,Europe,Mediterranean,$,Couple,Adventure,"February, March, January",63,"zip-lining, volcano treks","Paris, France blends adventure and mediterranean vibes—great for couple trips. Expect zip-lining, volcano treks. Best in February, March, January.",Adventure;Mediterranean;Europe
Paris-France-556134,"Paris, France",Paris,France,Europe,Cold,$$,Solo,Historic,"January, September, November",104,"old towns, ruins","Paris, France blends historic and cold vibes—great for solo trips. Expect old towns, ruins. Best in January, September, November.",Historic;Cold;Europe
Paris-France-550857,"Paris, France",Paris,France,Europe,Cold,$$,Solo,Nature,"September, November, July",124,"wildlife, national parks","Paris, France blends nature and cold vibes—great for solo trips. Expect wildlife, national parks. Best in September, November, July.",Nature;Cold;Europe
Paris-France-482294,"Paris, France",Paris,France,Europe,Temperate,$,Family,Culture,"June, May, July",65,"museums, local markets","Paris, France blends culture and temperate vibes—great for family trips. Expect museums, local markets. Best in June, May, July.",Culture;Temperate;Europe
Paris-France-396490,"Paris, France",Paris,France,Europe,Cold,$,Family,Nightlife,"November, February, January",64,"clubs, bars","Paris, France blends nightlife and cold vibes—great for family trips. Expect clubs, bars. Best in November, February, January.",Nightlife;Cold;Europe
Paris-France-823478,"Paris, France",Paris,France,Europe,Mediterranean,$,Solo,Food,"December, March, February",81,"local specialties, fine dining","Paris, France blends food and mediterranean vibes—great for solo trips. Expect local specialties, fine dining. Best in December, March, February.",Food;Mediterranean;Europe
Paris-France-970051,"Paris, France",Paris,France,Europe,Cold,$,Solo,Beach,"April, December, October",42,"clear waters, surfing","Paris, France blends beach and cold vibes—great for solo trips. Expect clear waters, surfing. Best in April, December, October.",Beach;Cold;Europe
Paris-France-789795,"Paris, France",Paris,France,Europe,Cold,$$,Solo,Relaxation,"March, June, January",136,"sunbathing, slow cafés","Paris, France blends relaxation and cold vibes—great for solo trips. Expect sunbathing, slow cafés. Best in March, June, January.",Relaxation;Cold;Europe
Paris-France-348843,"Paris, France",Paris,France,Europe,Temperate,$$,Couple,City,"October, April, December",238,"galleries, neighborhood walks","Paris, France blends city and temperate vibes—great for couple trips. Expect galleries, neighborhood walks. Best in October, April, December.",City;Temperate;Europe
Paris-France-880414,"Paris, France",Paris,France,Europe,Cold,$,Solo,City,"September, June, January",54,"architecture, shopping","Paris, France blends city and cold vibes—great for solo trips. Expect architecture, shopping. Best in September, June, January.",City;Cold;Europe
Paris-France-374095,"Paris, France",Paris,France,Europe,Mediterranean,$$$,Group,Relaxation,"June, January, May",366,"yoga retreats, sunbathing","Paris, France blends relaxation and mediterranean vibes—great for group trips. Expect yoga retreats, sunbathing. Best in June, January, May.",Relaxation;Mediterranean;Europe
Paris-France-837821,"Paris, France",Paris,France,Europe,Mediterranean,$$,Couple,Food,"November, October, July",175,"street food, food tours","Paris, France blends food and mediterranean vibes—great for couple trips. Expect street food, food tours. Best in November, October, July.",Food;Mediterranean;Europe
Paris-France-333061,"Paris, France",Paris,France,Europe,Cold,$,Solo,Nightlife,"May, March, July",64,"bars, live music","Paris, France blends nightlife and cold vibes—great for solo trips. Expect bars, live music. Best in May, March, July.",Nightlife;Cold;Europe
Paris-France-92537,"Paris, France",Paris,France,Europe,Temperate,$,Solo,Beach,"May, August, June",48,"island hopping, snorkeling","Paris, France blends beach and temperate vibes—great for solo trips. Expect island hopping, snorkeling. Best in May, August, June.",Beach;Temperate;Europe
Paris-France-626920,"Paris, France",Paris,France,Europe,Mediterranean,$$,Group,Culture,"February, January, December",123,"theaters, historic districts","Paris, France blends culture and mediterranean vibes—great for group trips. Expect theaters, historic districts. Best in February, January, December.",Culture;Mediterranean;Europe
Paris-France-178820,"Paris, France",Paris,France,Europe,Mediterranean,$,Family,Beach,"July, December, February",73,"surfing, island hopping","Paris, France blends beach and mediterranean vibes—great for family trips. Expect surfing, island hopping. Best in July, December, February.",Beach;Mediterranean;Europe
Paris-France-456791,"Paris, France",Paris,France,Europe,Temperate,$,Family,City,"May, December, August",50,"shopping, architecture","Paris, France blends city and temperate vibes—great for family trips. Expect shopping, architecture. Best in May, December, August.",City;Temperate;Europe
Paris-France-623651,"Paris, France",Paris,France,Europe,Mediterranean,$$,Group,Nature,"February, June, May",226,"wildlife, waterfalls","Paris, France blends nature and mediterranean vibes—great for group trips. Expect wildlife, waterfalls. Best in February, June, May.",Nature;Mediterranean;Europe
Paris-France-844135,"Paris, France",Paris,France,Europe,Mediterranean,$,Couple,Nightlife,"May, January, July",64,"live music, rooftops","Paris, France blends nightlife and mediterranean vibes—great for couple trips. Expect live music, rooftops. Best in May, January, July.",Nightlife;Mediterranean;Europe
Rome-Italy-503278,"Rome, Italy",Rome,Italy,Europe,Mediterranean,$$,Group,Beach,"November, October, March",151,"island hopping, surfing","Rome, Italy blends beach and mediterranean vibes—great for group trips. Expect island hopping, surfing. Best in November, October, March.",Beach;Mediterranean;Europe
Rome-Italy-294916,"Rome, Italy",Rome,Italy,Europe,Temperate,$$,Family,Beach,"May, November, August",196,"surfing, clear waters","Rome, Italy blends beach and temperate vibes—great for family trips. Expect surfing, clear waters. Best in May, November, August.",Beach;Temperate;Europe
Rome-Italy-989780,"Rome, Italy",Rome,Italy,Europe,Mediterranean,$,Couple,City,"October, September, March",69,"architecture, neighborhood walks","Rome, Italy blends city and mediterranean vibes—great for couple trips. Expect architecture, neighborhood walks. Best in October, September, March.",City;Mediterranean;Europe
Rome-Italy-254777,"Rome, Italy",Rome,Italy,Europe,Mediterranean,$$,Solo,Nightlife,"July, November, August",177,"bars, live music","Rome, Italy blends nightlife and mediterranean vibes—great for solo trips. Expect bars, live music. Best in July, November, August.",Nightlife;Mediterranean;Europe
Rome-Italy-561324,"Rome, Italy",Rome,Italy,Europe,Cold,$,Group,Nature,"July, February, August",65,"lakes, waterfalls","Rome, Italy blends nature and cold vibes—great for group trips. Expect lakes, waterfalls. Best in July, February, August.",Nature;Cold;Europe
Rome-Italy-690545,"Rome, Italy",Rome,Italy,Europe,Cold,$$,Solo,Food,"June, September, October",163,"street food, local specialties","Rome, Italy blends food and cold vibes—great for solo trips. Expect street food, local specialties. Best in June, September, October.",Food;Cold;Europe
Rome-Italy-12060,"Rome, Italy",Rome,Italy,Europe,Temperate,$$$,Solo,Beach,"October, November, July",304,"island hopping, surfing","Rome, Italy blends beach and temperate vibes—great for solo trips. Expect island hopping, surfing. Best in October, November, July.",Beach;Temperate;Europe
Rome-Italy-724975,"Rome, Italy",Rome,Italy,Europe,Mediterranean,$,Couple,Relaxation,"August, June, July",77,"yoga retreats, slow cafés","Rome, Italy blends relaxation and mediterranean vibes—great for couple trips. Expect yoga retreats, slow cafés. Best in August, June, July.",Relaxation;Mediterranean;Europe
Rome-Italy-872699,"Rome, Italy",Rome,Italy,Europe,Temperate,$$,Solo,Food,"August, February, May",129,"local specialties, street food","Rome, Italy blends food and temperate vibes—great for solo trips. Expect local specialties, street food. Best in August, February, May.",Food;Temperate;Europe
Rome-Italy-103365,"Rome, Italy",Rome,Italy,Europe,Mediterranean,$$,Family,Culture,"August, April, September",221,"historic districts, local markets","Rome, Italy blends culture and mediterranean vibes—great for family trips. Expect historic districts, local markets. Best in August, April, September.",Culture;Mediterranean;Europe
Rome-Italy-24682,"Rome, Italy",Rome,Italy,Europe,Cold,$$$,Group,Historic,"June, February, May",308,"ruins, castles","Rome, Italy blends historic and cold vibes—great for group trips. Expect ruins, castles. Best in June, February, May.",Historic;Cold;Europe
Rome-Italy-348067,"Rome, Italy",Rome,Italy,Europe,Cold,$,Couple,Beach,"December, April, September",50,"surfing, island hopping","Rome, Italy blends beach and cold vibes—great for couple trips. Expect surfing, island hopping. Best in December, April, September.",Beach;Cold;Europe
Rome-Italy-415798,"Rome, Italy",Rome,Italy,Europe,Mediterranean,$$,Couple,Food,"July, November, March",210,"fine dining, food tours","Rome, Italy blends food and mediterranean vibes—great for couple trips. Expect fine dining, food tours. Best in July, November, March.",Food;Mediterranean;Europe
Rome-Italy-216780,"Rome, Italy",Rome,Italy,Europe,Cold,$$$,Couple,Adventure,"August, October, July",359,"volcano treks, hiking","Rome, Italy blends adventure and cold vibes—great for couple trips. Expect volcano treks, hiking. Best in August, October, July.",Adventure;Cold;Europe
Rome-Italy-120490,"Rome, Italy",Rome,Italy,Europe,Cold,$,Solo,Nature,"September, March, June",69,"waterfalls, national parks","Rome, Italy blends nature and cold vibes—great for solo trips. Expect waterfalls, national parks. Best in September, March, June.",Nature;Cold;Europe
Rome-Italy-365825,"Rome, Italy",Rome,Italy,Europe,Cold,$$,Family,Nature,"October, July, December",129,"lakes, waterfalls","Rome, Italy blends nature and cold vibes—great for family trips. Expect lakes, waterfalls. Best in October, July, December.",Nature;Cold;Europe
Rome-Italy-329399,"Rome, Italy",Rome,Italy,Europe,Mediterranean,$$$,Couple,Beach,"November, May, October",318,"snorkeling, island hopping","Rome, Italy blends beach and mediterranean vibes—great for couple trips. Expect snorkeling, island hopping. Best in November, May, October.",Beach;Mediterranean;Europe
Rome-Italy-603727,"Rome, Italy",Rome,Italy,Europe,Temperate,$$,Solo,Relaxation,"March, June, December",135,"yoga retreats, sunbathing","Rome, Italy blends relaxation and temperate vibes—great for solo trips. Expect yoga retreats, sunbathing. Best in March, June, December.",Relaxation;Temperate;Europe
Rome-Italy-148111,"Rome, Italy",Rome,Italy,Europe,Mediterranean,$,Group,City,"November, September, March",58,"shopping, galleries","Rome, Italy blends city and mediterranean vibes—great for group trips. Expect shopping, galleries. Best in November, September, March.",City;Mediterranean;Europe
Rome-Italy-589861,"Rome, Italy",Rome,Italy,Europe,Mediterranean,$$,Solo,Culture,"June, January, August",198,"local markets, museums","Rome, Italy blends culture and mediterranean vibes—great for solo trips. Expect local markets, museums. Best in June, January, August.",Culture;Mediterranean;Europe
Barcelona-Spain-87686,"Barcelona, Spain",Barcelona,Spain,Europe,Cold,$$,Group,Food,"November, August, July",142,"local specialties, fine dining","Barcelona, Spain blends food and cold vibes—great for group trips. Expect local specialties, fine dining. Best in November, August, July.",Food;Cold;Europe
Barcelona-Spain-594127,"Barcelona, Spain",Barcelona,Spain,Europe,Temperate,$$,Solo,Adventure,"May, April, September",217,"rafting, zip-lining","Barcelona, Spain blends adventure and temperate vibes—great for solo trips. Expect rafting, zip-lining. Best in May, April, September.",Adventure;Temperate;Europe
Barcelona-Spain-797922,"Barcelona, Spain",Barcelona,Spain,Europe,Cold,$$$,Solo,Historic,"October, February, May",271,"castles, old towns","Barcelona, Spain blends historic and cold vibes—great for solo trips. Expect castles, old towns. Best in October, February, May.",Historic;Cold;Europe
Barcelona-Spain-276581,"Barcelona, Spain",Barcelona,Spain,Europe,Cold,$,Group,Historic,"February, November, April",68,"castles, ruins","Barcelona, Spain blends historic and cold vibes—great for group trips. Expect castles, ruins. Best in February, November, April.",Historic;Cold;Europe
Barcelona-Spain-175044,"Barcelona, Spain",Barcelona,Spain,Europe,Temperate,$$,Solo,Beach,"April, December, October",209,"island hopping, clear waters","Barcelona, Spain blends beach and temperate vibes—great for solo trips. Expect island hopping, clear waters. Best in April, December, October.",Beach;Temperate;Europe
Barcelona-Spain-177556,"Barcelona, Spain",Barcelona,Spain,Europe,Temperate,$,Solo,Culture,"October, June, September",74,"theaters, historic districts","Barcelona, Spain blends culture and temperate vibes—great for solo trips. Expect theaters, historic districts. Best in October, June, September.",Culture;Temperate;Europe
Barcelona-Spain-964398,"Barcelona, Spain",Barcelona,Spain,Europe,Cold,$$,Family,Beach,"October, May, September",205,"snorkeling, clear waters","Barcelona, Spain blends beach and cold vibes—great for family trips. Expect snorkeling, clear waters. Best in October, May, September.",Beach;Cold;Europe
Barcelona-Spain-799462,"Barcelona, Spain",Barcelona,Spain,Europe,Mediterranean,$$$,Couple,Adventure,"December, March, April",376,"zip-lining, rafting","Barcelona, Spain blends adventure and mediterranean vibes—great for couple trips. Expect zip-lining, rafting. Best in December, March, April.",Adventure;Mediterranean;Europe
Barcelona-Spain-834197,"Barcelona, Spain",Barcelona,Spain,Europe,Mediterranean,$,Family,City,"November, July, December",80,"galleries, architecture","Barcelona, Spain blends city and mediterranean vibes—great for family trips. Expect galleries, architecture. Best in November, July, December.",City;Mediterranean;Europe
Barcelona-Spain-3593,"Barcelona, Spain",Barcelona,Spain,Europe,Mediterranean,$$$,Family,Relaxation,"December, June, August",547,"yoga retreats, sunbathing","Barcelona, Spain blends relaxation and mediterranean vibes—great for family trips. Expect yoga retreats, sunbathing. Best in December, June, August.",Relaxation;Mediterranean;Europe
Barcelona-Spain-519746,"Barcelona, Spain",Barcelona,Spain,Europe,Cold,$$,Family,Relaxation,"February, September, July",154,"sunbathing, yoga retreats","Barcelona, Spain blends relaxation and cold vibes—great for family trips. Expect sunbathing, yoga retreats. Best in February, September, July.",Relaxation;Cold;Europe
Barcelona-Spain-49174,"Barcelona, Spain",Barcelona,Spain,Europe,Mediterranean,$$,Family,Nature,"September, October, March",112,"lakes, wildlife","Barcelona, Spain blends nature and mediterranean vibes—great for family trips. Expect lakes, wildlife. Best in September, October, March.",Nature;Mediterranean;Europe
Barcelona-Spain-213146,"Barcelona, Spain",Barcelona,Spain,Europe,Cold,$$,Solo,Relaxation,"February, March, August",209,"yoga retreats, spas","Barcelona, Spain blends relaxation and cold vibes—great for solo trips. Expect yoga retreats, spas. Best in February, March, August.",Relaxation;Cold;Europe
